 (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+-1.333333333314825841e+00j), (0.000000000000000000e+00+-1.333333333314822289e+00j), (0.000000000000000000e+00+-1.333333333314617342e+00j), (0.000000000000000000e+00+-1.333333333314675295e+00j)
 (0.000000000000000000e+00+-2.666666666629596616e+00j), (0.000000000000000000e+00+-2.666666666629613047e+00j), (0.000000000000000000e+00+-2.666666666629267102e+00j), (0.000000000000000000e+00+-2.666666666629351923e+00j)
 (0.000000000000000000e+00+-3.999999999944642504e+00j), (0.000000000000000000e+00+-3.999999999944423124e+00j), (0.000000000000000000e+00+-3.999999999943942175e+00j), (0.000000000000000000e+00+-3.999999999944035878e+00j)
